filename,class
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21313.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06144.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01099.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03254.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28587.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00912.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24052.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07708.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27742.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14363.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21727.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27999.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07800.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05969.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20402.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28945.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23190.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04304.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10614.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04139.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13819.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25543.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28554.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08692.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10064.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14097.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14788.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13413.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05781.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25548.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23987.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13956.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_29159.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02040.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16927.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27507.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03269.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17723.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27584.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26920.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18529.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19019.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10982.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03479.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28019.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12170.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07986.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08046.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27755.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21891.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05634.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06084.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10509.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22727.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05140.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27184.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28873.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21669.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09637.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00408.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19822.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22510.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15768.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26514.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17528.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18900.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28695.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11222.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11392.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03180.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27034.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07452.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17362.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07861.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00763.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06994.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16924.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13082.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15425.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18574.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18716.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14043.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01400.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26619.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25001.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15114.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27099.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15574.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10310.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26137.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22593.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28275.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00318.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02852.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01683.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12021.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20014.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03228.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07175.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12979.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12663.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01353.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00648.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13534.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01696.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00209.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07205.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08720.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12458.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12234.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18637.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15950.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04625.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04703.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13449.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01185.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14900.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14738.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23927.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01782.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19726.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12500.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12026.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14750.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17304.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07241.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01206.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19816.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19506.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04928.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04189.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04291.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05054.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12863.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28096.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16404.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14717.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00848.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20044.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21772.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12050.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01596.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17115.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11881.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20202.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26164.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26716.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12099.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24270.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24976.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17612.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02774.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20353.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19794.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04167.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27297.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11269.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09353.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19863.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10613.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22711.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21657.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20476.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13674.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21329.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01510.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16480.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25331.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06996.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21176.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15881.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14327.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20381.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24990.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16877.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12411.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24304.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20496.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25985.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22086.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26049.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19473.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11801.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19583.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10610.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10653.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16521.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07380.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09626.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19851.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08943.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13832.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09211.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02236.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17206.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17257.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16194.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16706.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19818.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16825.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24868.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15058.png,no
